PSR,Edot,Bstar,P,Ecl,Lgamma,Ea,Ecb,E10,Gammas,E0,d,b
J1221−0633,34.778151250383644,8.301029995663981,0.2787536009528289,0.5037906830571811,33.04139268515822,1.48,0.99,12.70,0.27184160653649897,0.06445798922691845,-0.3053948010664313,-0.17587416608345102
J1227−4853,34.838849090737256,8.204119982655925,0.2304489213782739,0.761927838420529,33.77085201164214,0.66,2.41,16.60,0.34044411484011833,0.16136800223497488,-0.4989407377822485,-0.17587416608345102
J1231−1411,33.81291335664285,8.361727836017593,0.568201724066995,0.41995574848975786,33.32221929473392,1.94,0.22,13.20,0.27184160653649897,0.22271647114758325,-0.09420411963213146,-0.27901425584626094
J1253−5820,33.69897000433602,11.99563519459755,2.4073909044707316,-0.07572071393811836,33.14612803567824,0.51,0.13,2.75,0.43456890403419873,-0.05060999335508721,0.19589965240923377,-0.17587416608345102
J1302−3258,33.68124123737559,8.32221929473392,0.5797835966168101,0.37657695705651195,33.43136376415899,2.54,0.64,13.40,0.1931245983544616,0.20682587603184974,-0.0830199526796178,-0.17587416608345102
J1311−3430,34.690196080028514,8.491361693834273,0.414973347970818,0.7168377232995244,34.63346845557959,0.84,0.90,16.60,0.33243845991560533,0.12057393120584989,-0.44611697335612566,-0.2684112348132613
J1312+0051,33.6232492903979,8.397940008672037,0.6232492903979004,0.32014628611105395,33.579783596616814,1.46,0.52,9.10,0.2787536009528289,0.11394335230683679,-0.08884239126002341,-0.17587416608345102
J1341−6220,36.14612803567824,12.9731278535997,2.286231854028553,1.2329961103921538,35.6232492903979,L,12.30,L,0.38021124171160603,0.49968708261840383,-0.744727494896694,-0.17587416608345102
J1357−6429,36.49136169383427,13.0,2.2203696324513946,0.292256071356476,34.53147891704226,0.35,0.48,4.57,0.39093510710337914,-0.05551732784983137,-0.17327747983100789,-0.17587416608345102
J1400−1431,32.63346845557959,7.623249290397901,0.4913616938342727,0.3053513694466238,31.770852011642145,1.43,0.50,8.77,0.2528530309798932,0.04921802267018165,-0.11861534322942717,-0.17587416608345102
J1410−6132,37.0,12.230448921378274,1.6998377258672457,0.35793484700045375,35.69897000433602,0.75,0.60,7.10,0.45024910831936105,0.3463529744506387,0.029383777685209667,-0.17587416608345102
J1413−6205,35.919078092376076,12.380211241711606,2.0402066275747113,0.60422605308447,34.991226075692495,1.54,0.02,19.00,0.35793484700045375,0.3979400086720376,-0.1972262747080243,-0.4698003017969178
J1418−6058,36.69897000433602,12.763427993562937,2.0437551269686796,0.5987905067631151,35.11394335230683,1.00,1.37,13.10,0.437750562820388,0.5599066250361125,-0.07007043991541213,-0.17587416608345102
J1420−6048,37.0,12.505149978319906,1.833784374656479,0.5145477526602861,35.690196080028514,0.73,1.03,9.69,0.4014005407815441,0.3096301674258988,-0.1524273408578878,-0.17587416608345102
J1429−5911,35.89209460269048,12.397940008672037,2.0637085593914173,0.557507201905658,34.716003343634796,0.54,1.19,9.60,0.35602585719312274,0.07554696139253074,-0.3516399890190684,-0.17587416608345102
J1431−4715,34.74036268949424,8.301029995663981,0.3010299956639812,0.3424226808222063,33.14612803567824,0.44,0.57,5.52,0.37106786227173627,-0.045757490560675115,-0.2182446253475311,-0.17587416608345102
J1446−4701,34.55630250076729,8.301029995663981,0.3424226808222063,0.5943925503754267,33.36172783601759,1.38,1.35,14.80,0.2966651902615311,0.11727129565576427,-0.3625102704874893,-0.17587416608345102
J1455−3330,33.25527250510331,8.763427993562937,0.9030899869919435,0.1673173347481761,31.806179973983888,1.47,0.31,7.17,0.3820170425748684,0.2966651902615311,0.1846914308175988,-0.17587416608345102
J1459−6053,35.95904139232109,12.342422680822207,2.0136796972911926,0.5797835966168101,34.69897000433602,0.37,1.28,9.03,0.3654879848908996,0.05690485133647256,-0.38615817812393083,-0.17587416608345102
J1509−5850,35.716003343634796,12.079181246047625,1.9489017609702137,0.6222140229662954,35.230448921378276,1.22,1.49,14.90,0.3424226808222063,0.2764618041732441,-0.28399665636520083,-0.17587416608345102
J1513−2550,34.954242509439325,8.462397997898956,0.3222192947339193,0.505149978319906,34.14612803567824,1.05,0.99,11.00,0.3010299956639812,0.021189299069938092,-0.33535802444387447,-0.17587416608345102
J1514−4946,33.991226075692495,8.431363764158988,0.5563025007672873,0.6232492903979004,33.61278385671974,2.55,1.49,20.50,0.24054924828259971,0.2013971243204515,-0.33441900898204685,-0.17587416608345102
J1531−5610,35.95904139232109,12.176091259055681,1.9253120914996495,0.14921911265537988,34.25527250510331,1.09,0.29,5.89,0.39093510710337914,0.2013971243204515,0.14301480025409505,-0.17587416608345102
J1536−4948,34.44715803134222,8.531478917042255,0.4913616938342727,0.7781512503836436,33.95904139232109,2.07,1.39,27.90,0.3096301674258988,0.36172783601759284,-0.3788237182249648,-0.2502636844309389
J1543−5149,34.863322860120455,8.380211241711606,0.3222192947339193,0.526339277389844,33.44715803134222,0.64,1.07,9.52,0.37291200297010657,0.17026171539495738,-0.2580609222708011,-0.17587416608345102
J1544+4937,34.079181246047625,8.041392685158225,0.3424226808222063,0.5550944485783191,33.39794000867204,2.16,1.18,16.70,0.26245108973042947,0.21484384804769785,-0.2572748686953017,-0.17587416608345102
J1552+5437,33.88649072517248,8.041392685158225,0.38021124171160603,0.5378190950732742,33.36172783601759,1.71,1.11,14.50,0.26245108973042947,0.10037054511756291,-0.31605286924848786,-0.17587416608345102
J1555−2908,35.49136169383427,8.57978359661681,0.25527250510330607,0.6063813651106049,34.505149978319906,0.32,1.41,9.26,0.4014005407815441,0.24054924828259971,-0.2907300390241692,-0.17587416608345102
J1600−3053,33.863322860120455,8.380211241711606,0.5563025007672873,0.49554433754644844,33.568201724066995,2.74,0.96,16.90,0.21484384804769785,0.2355284469075489,-0.18442225167573273,-0.17587416608345102
J1614−2230,33.69897000433602,8.176091259055681,0.505149978319906,0.36361197989214433,33.17609125905568,2.26,0.61,12.30,0.20951501454263097,0.17609125905568124,-0.09097914578884395,-0.17587416608345102
J1614−5048,36.204119982655925,13.146128035678238,2.3649260337899753,0.5237464668115644,34.80617997398389,0.97,1.06,11.00,0.41664050733828095,0.42651126136457523,-0.08354605145007493,-0.17587416608345102
J1625−0021,34.568201724066995,8.518513939877888,0.4471580313422192,0.33243845991560533,33.3424226808222,2.06,0.55,11.10,0.24551266781414982,0.21218760440395779,-0.03763066432997889,-0.17587416608345102
J1630+3734,33.954242509439325,8.342422680822207,0.5185139398778874,0.2787536009528289,33.0,1.80,0.45,9.46,0.24551266781414982,0.15228834438305647,-0.021819483062586086,-0.17587416608345102
J1640+2224,33.204119982655925,7.9344984512435675,0.505149978319906,0.37657695705651195,32.79239168949825,2.09,0.64,12.00,0.2648178230095365,0.24551266781414982,-0.05700040663395948,-0.17587416608345102
J1648−4611,35.32221929473392,12.431363764158988,2.2174839442139063,0.5899496013257077,35.04139268515822,2.48,1.33,18.90,0.3096301674258988,0.41664050733828095,-0.1567672219019906,-0.17587416608345102
J1653−0158,33.61278385671974,7.732393759822968,0.3010299956639812,0.49692964807321494,33.462397997898954,0.83,0.97,9.83,0.3010299956639812,-0.08092190762392612,-0.3957739469155299,-0.17587416608345102
J1658−5324,34.47712125471966,8.342422680822207,0.38021124171160603,0.24303804868629444,33.27875360095283,0.82,0.40,5.95,0.3222192947339193,-0.03151705144606486,-0.10790539730951958,-0.17587416608345102
J1702−4128,35.53147891704226,12.6232492903979,2.26030994579492,0.3096301674258988,34.690196080028514,0.87,0.50,6.93,0.45331834004703764,0.34830486304816066,0.07918124604762482,-0.17587416608345102
J1705−1906,33.785329835010764,12.176091259055681,2.4756711883244296,-0.3010299956639812,32.380211241711606,0.88,0.06,2.79,0.18752072083646307,-0.1366771398795441,0.3654879848908996,-0.17587416608345102
J1709−4429,36.53147891704226,12.6232492903979,2.010723865391773,0.6730209071288962,36.04139268515822,1.34,0.20,19.50,0.3424226808222063,0.31806333496276157,-0.29328221766324125,-0.3655227298392684
J1713+0747,33.518513939877884,8.414973347970818,0.6627578316815741,0.40483371661993806,33.079181246047625,2.13,0.70,12.70,0.2355284469075489,0.18184358794477254,-0.1284270644541213,-0.17587416608345102
J1718−3825,36.11394335230683,12.113943352306837,1.8733206018153987,0.5289167002776547,35.17609125905568,0.56,1.08,9.13,0.4065401804339551,0.28555730900777376,-0.18442225167573273,-0.17587416608345102
J1730−2304,33.04139268515822,8.662757831681574,0.9084850188786497,0.07918124604762482,32.591064607026496,0.63,0.23,3.95,0.4608978427565479,0.13987908640123647,0.1673173347481761,-0.17587416608345102
J1730−3350,36.079181246047625,12.662757831681574,2.144574207609616,0.6127838567197355,34.79934054945358,0.07,1.44,6.85,0.4471580313422192,0.3424226808222063,-0.22914798835785583,-0.17587416608345102
J1731−4744,34.04139268515822,13.204119982655925,2.918973430492954,-0.5686362358410126,32.36172783601759,0.37,0.02,1.17,0.42813479402878885,-0.3279021420642826,0.5010592622177514,-0.17587416608345102
J1732−3131,35.17609125905568,12.505149978319906,2.2933625547114453,0.367355921026019,33.944482672150166,2.02,0.08,12.60,0.35024801833416286,0.40483371661993806,0.05307844348341968,-0.3279021420642826
J1732−5049,33.49136169383427,8.531478917042255,0.724275869600789,0.46834733041215726,33.380211241711606,1.34,0.88,11.40,0.3010299956639812,0.12385164096708581,-0.23062267392386154,-0.17587416608345102
