0,PSRJ,NAME,RAJ,e_RAJ_stat,DECJ,e_DECJ_stat,RAJD,DECJD,Gl,Gb,F0,F1,P0,P1,P1corr,e_P1corr_syst,EDOT,EDOTcorr,e_EDOTcorr_syst,OneMxi,PMRA,e_PMRA_stat,PMDEC,e_PMDEC_stat,PMTOT,e_PMTOT_stat,UsePM,PMRAatnfRef,PMref,Age,B_S,B_LC,sqEDOTD2,e_sqEDOTD2_syst,DM,e_DM_stat,DMatnfRef,S1400,S1400Ref,Type,ASSOC,PC2,PSR_Code,CHAR_Code,StartFinish,History,GalaMSPwho,GalaMSPwhen,PX,e_PX_stat,PXatnfRef,D3PC,e_D3PC_stat,D3PCref,D3PCmeth,DISTDM,NPEAK,RADLAG,e_RADLAG_stat,PKSEP,e_PKSEP_stat,PHI1,e_PHI1_stat,logWIDTH1,logWIDTH2,P2P1slope,e_P2P1slope_stat,DeltaCutoff,e_DeltaCutoff_stat,UNCERTAINP1P2,COMPLEX,PulseFraction,WHtests,YearsData,FGLname,Nellipses,SpectrumType,TSDC,SigAvg,Pivot_Energy,TSband,bfr,e_bfr_stat,G100,e_G100_stat,Gamma100,e_Gamma100_stat,Epeak,e_Epeak_stat,d,e_d_stat,LUMG,e_LUMG_stat,e_LUMG_syst,EFFG,e_EFFG_stat,e_EFFG_syst
55,J0931-1902,J0931-1902,09:31:19.1177406,2.0833333333333336e-07,-19:02:55.01830,2.4055555555555557e-07,142.82965725250003,-19.048616194444445,250.9991944158603,23.05363439807284,215.60880714111713,-1.6858673196736594e-16,0.0046399999,3.626522683841872e-21,3.3212533211138263e-21,"(4.2596543138364205e-22,4.1918720476309333e-22)",1.4349924812411847e+33,1312525726992667553700680489238528,"(1.683372309923838e+32,1.656585443754072e+32)",0.9158231205644496,-2.47,0.1,-4.31,0.14,4.97,0.14,Y,aab+21a,*,20270318968.02728,131255463.12462464,12095.064665820155,217601663537544.8,"(106580406630634.19,386847401844524.06)",41.49,0.0005,sbm+22,0.51999998,sbm+22,"[ATNF,TIMED,PUB_LATMSP]",GRS:4FGL_J0931.2-1906[aab+22],N,R,mr,"(56399.815364067995606,57975.506252919819829)","[ATNF,LATDetected,4FGL,delDel,Radio,GalaMSPs,CENBGTimed]",GBT-Drift,2011,0.7,0.7,aab+21a,3.722,"(1.4888000000000001,1.4888000000000001)","sbm+22,ymw17",DM,3.722,1,0.040255,"(0.01998,0.029561)",*,"(0.0,0.0)",0.040247,"(0.019943,0.029544)",-0.9176673498962651,*,*,*,*,*,N,N,"( 0.260, 0.200, 0.150)","(0.9, 1.5, 28.8, 103.5, 21.2, 2.5, 142.6)",11.4,4FGL J0931.2-1906,0.9652980724401597,PLSuperExpCutoff4,133.78958129882812,10.958883285522461,1750.24462890625,0.487638384103775,*,*,1.4405537309900018e-12,2.1348371746603145e-13,*,*,1894.1429443359375,190.09901428222656,2.8947367668151855,1.1565632820129395,2387777770983774364051860036255744,"(3.538581477846371e+32,3.538581477846371e+32)","(1.5281777734296157e+33,2.2922666601444228e+33)",1.663965353266859,"(0.24659233578601783,0.24659233578601783)","(1.0649378260907898,1.5974067391361841)"
56,J0940-5428,J0940-5428,09:40:58.252308,0.00024370416666666666,-54:28:40.232418,0.00014572416666666668,145.24271794999999,-54.47784233833333,277.51008002667083,-1.2922302168079505,11.421018366983661,-4.2780967457025514e-12,0.08755786637125461,3.279751517311075e-14,3.279751517311075e-14,*,1.928924228950096e+36,*,*,*,*,0,*,0,*,0,*,*,*,42294.82556833453,1714672804460.4314,23514.75559538277,777615698758691456,"(3.808729953103795e+17,1.382427908904341e+18)",134.55,0.03,pkj+13,0.66000003,jvk+18,"[ATNF,TIMED,PUB_LATR,EDOT36,EDOTD217]",GRS:4FGL_J0941.1-5429[aab+22],Y,R,r,"(54302.9430243,57276.9149751)","[ATNF,LATDetected,4FGL,delDel,Radio,Polar,CENBGTimed]",*,*,*,0,*,0.377,"(0.15080000000000002,0.15080000000000002)","pkj+13,ymw17",DM,0.377,1,0.454254,"(0.010324,0.008897)",*,"(0.0,0.0)",0.454258,"(0.01029,0.008852)",-0.7172500217724127,*,*,*,*,*,N,N,"( 0.410, 0.320, 0.220)","(10.9, 35.1, 206.0, 529.6, 221.5, 2.3, 995.2)",10.3,4FGL J0941.1-5429,0.6948614906658662,PLSuperExpCutoff4,687.8125610351562,25.86823081970215,1393.3037109375,0.2848094403743744,*,*,1.7475104696629273e-11,1.512670197434396e-12,*,*,1230.880859375,178.97129821777344,0.8495438694953918,0.14691461622714996,297176314503759348562190051311616,"(2.5724009219809503e+31,2.5724009219809503e+31)","(1.90192841282406e+32,2.8528926192360914e+32)",0.00015406323900317794,"(1.333593556124854e-05,1.333593556124854e-05)","(9.860047296203389e-05,0.0001479007094430509)"
57,J0952-0607,J0952-0607,09:52:08.322113877494104,0,-06:07:23.508520562390629,0,148.03467547448955,-6.123196811267331,243.65155551768217,35.380125219389384,707.314445830743,-2.3822558487253e-15,0.00141,4.761714425636594e-21,<4.9002e-21,"(8.03765315789088e-24,6.1712159828039806e-24)",6.652129060853532e+34,<6.8456e+34,"(*,*)",<1.029,*,0,*,0,*,0,*,*,*,4691252151.023037,82909526.18298109,272264.99934077635,523747268594638.5,"(46808354424751.875,73941650381839.62)",22.411533,1.1e-05,ncb+19,0.10934017,Extrapolated_3,"[ATNF,NEWMSP,TIMED,PUB_LATMSP]","GRS:4FGL_J0952.1-0607[aab+22],OPT:[bph+17]",N,RUP,mbwr,"(55750.0,58289.0)","[ATNF,LATDetected,4FGL,delDel,Radio,GalaMSPs,Distances,CENBGTimed]",LOFAR-Fermi,2017,*,0,*,6.260000228881836,"(0.4000000059604645,0.30000001192092896)",140,O,1.74,1,0.053024,"(0.02697,0.028887)",*,"(0.0,0.0)",0.053011,"(0.026719,0.028669)",-0.6049922751687431,*,*,*,*,*,N,N,"( 0.530, 0.420, 0.290)","(4.2, 0.5, 26.2, 54.7, 28.8, 3.3, 111.6)",7,4FGL J0952.1-0607,0.23769020857970663,PLSuperExpCutoff4,197.05279541015625,13.49756908416748,1418.5113525390625,0,*,*,2.355209126683744e-12,3.1415636151527204e-13,*,*,1828.72216796875,233.3466339111328,1.2932875156402588,0.3842819333076477,11043071381072991780935352157470720,"(1.473011923113684e+33,1.473011923113684e+33)","(1.3661670766781145e+33,1.0838033630423692e+33)",0.16600807470888215,"(0.022143465793261118,0.022143465793261118)","(0.020537290605465525,0.01629257870867747)"
58,J0955-3947,J0955-3947,09:55:30.0,0.1,-39:47:30.0,0.1,148.87499999999997,-39.791666666666664,269.93201570983183,11.549686669988562,494.38,0.0,0.00202,0.0,<1.0455e-22,"(4.065463943808144e-23,3.9009573909889045e-23)",0.0,<nan,"(*,*)",<-inf,*,*,*,*,*,*,*,*,*,*,*,*,*,*,130.7,0,*,*,*,"[NEWMSP,TIMED,PUB_LATMSP]",*,N,RU,mbrk,"(59463.520170674379351,59794.609922871644976)","[LATDetected,4FGL,GalaMSPs,Distances,CENBGTimed]",MK-TRAPUM-Fermi,2021,*,*,*,0.49000000953674316,"(0.1960000038146973,0.1960000038146973)",ymw17,DM,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4FGL J0955.3-3949,0.949926141637531,LogParabola,880.8507690429688,29.350608825683594,904.9769287109375,2.995757579803467,*,*,1.155758995452505e-11,9.311351602953044e-13,*,*,*,*,*,*,332025290151055611936231624015872,"(2.6749557908122106e+31,2.6749557908122106e+31)","(2.1249618569667557e+32,3.1874427854501347e+32)",*,*,*
59,J0955-6150,J0955-6150,9:55:20.84537159,0,-61:50:16.89570151,2.7777777777777777e-10,148.83685571495832,-61.83802658375278,283.6849850991815,-5.737094328816063,500.1599279481226,-3.567312183628281e-15,0.00199,1.4260124905526746e-20,1.4624551675329942e-20,"(1.6521834342561902e-22,1.5883276858551939e-22)",7.043844300241391e+34,73262725119648950589762553495158784,"(8.276729672016973e+32,7.956839787781865e+32)",1.0255556506143895,-0.89,0.34,1.57,0.31,1.8047160441465577,0.31755690140658055,Y,*,LAT,2210867709.224925,170451727.43279046,199107.16892020637,4476879117570503.5,"(2192757118810043.0,7958896209014230.0)",160.8997,0.0002,sbm+22,0.639,sbm+22,"[ATNF,NEWMSP,TIMED,PUB_LATMSP,EDOTD215]",GRS:4FGL_J0955.4-6151[aab+22],N,RUP,mbr,"(54682,58194)","[ATNF,LATDetected,4FGL,delDel,PM,Radio,GalaMSPs,CENBGTimed]",PKS-Fermi,2013,*,0,*,2.172,"(0.8688000000000001,0.8688000000000001)","sbm+22,ymw17",DM,2.172,2,0.882542,"(0.013266,0.014285)",0.478577,"(0.016163,0.01479)",0.881708,"(0.006316,0.009425)",-1.3845794710374881,-0.5308766382407105,*,*,*,*,N,N,"( 0.525, 0.075, 0.050)","(1.7, 8.9, 89.7, 110.6, 36.0, 2.3, 284.4)",11.4,4FGL J0955.4-6151,0.5078932125667521,PLSuperExpCutoff4,435.52618408203125,20.451351165771484,1100.6090087890625,1.3692553043365479,*,*,7.727003065172156e-12,8.018378712740248e-13,*,*,837.115966796875,278.72119140625,0.48911252617836,0.13054560124874115,4361565832266315847427851773018112,"(4.526035039547412e+32,4.526035039547412e+32)","(2.7914021326504425e+33,4.1871031989756666e+33)",0.061920247614173494,"(0.006425518291754839,0.006425518291754839)","(0.039628958473071046,0.059443437709606604)"
60,J1012-4235,J1012-4235,10:12:12.94104844,0,-42:35:53.44090060,2.7777777777777777e-10,153.05392103516667,-42.59817802794445,274.2176687581331,11.22464796234197,322.4619328167794,-6.81758660059539e-16,0.0031000001,6.556525546442032e-21,6.552421008227374e-21,"(8.035584380326009e-23,7.976450475839362e-23)",8.678983301790577e+33,8683132081799685670814066818416640,"(1.0648589344489201e+32,1.057022632377894e+32)",0.9993739766305211,-4.7,1.07,4.8,1.03,6.717886572427373,1.0497694448955424,Y,*,LAT,7490675091.608112,144255020.46489438,44574.91592667104,53572101452379648,"(2.6239396629736972e+16,9.523929147089718e+16)",71.6515,0.0003,sbm+22,0.25799999,sbm+22,"[ATNF,NEWMSP,TIMED,PUB_LATMSP,EDOTD216]",GRS:4FGL_J1012.1-4235[aab+22],N,RU,mr,"(54682,58193)","[ATNF,LATDetected,4FGL,delDel,PM,Radio,GalaMSPs,CENBGTimed]",PKS-Fermi,2013,*,0,*,0.372,"(0.14880000000000002,0.14880000000000002)","sbm+22,ymw17",DM,0.372,2,0.290173,"(0.004974,0.004666)",0.495575,"(0.007582,0.007465)",0.29019,"(0.004684,0.004332)",-1.324695220966628,-1.4770567320342745,*,*,*,*,N,N,"( 0.170, 0.130, 0.090)","(6.1, 4.4, 130.5, 257.0, 245.7, 0.0, 661.7)",11.4,4FGL J1012.1-4235,0.24188791531789963,PLSuperExpCutoff4,393.7925109863281,19.412067413330078,1280.123779296875,1.9192214012145996,*,*,5.626046503670601e-12,5.353204316459192e-13,*,*,1304.2271728515625,395.3846435546875,0.39864641427993774,0.11069890856742859,93153870216023720985882408255488,"(8.863625634980963e+30,8.863625634980963e+30)","(5.961847693825519e+31,8.942771540738278e+31)",0.010733269897731566,"(0.0010212746501254695,0.0010212746501254695)","(0.0068692927345482034,0.010303939101822304)"
61,J1016-5857,J1016-5857,10:16:21.16000000,*,-58:57:12.10000000,*,154.0881666666667,-58.953361111111114,284.07932448725165,-1.8798745662207668,9.31055913827811,-6.9734035632353646e-12,0.10740493510091591,8.044392887883054e-14,8.044392887883054e-14,*,2.5631870428901004e+36,*,*,*,*,0,*,0,*,0,*,*,*,21152.610548398497,2974212257517.1543,22097.541978794776,12734500114551050,"(6237306178555619.0,2.2639111314757424e+16)",394.48,0.09,pkj+13,0.89999998,jvk+18,"[ATNF,TIMED,PUB_LATR,EDOT36,EDOTD216]","GRS:4FGL_J1016.3-5857[aab+22],SNR:G284.3-1.8(?)",Y,R,r,"(54682.99523,58470.57005)","[ATNF,LATDetected,4FGL,delDel,Radio,Polar,CENBGTimed]",*,*,*,0,*,3.163,"(1.2652,1.2652)","pkj+13,ymw17",DM,3.163,3,0.123311,"(0.012906,0.00837)",0.44246,"(0.012972,0.008534)",0.123337,"(0.012863,0.008263)",-0.6340141927233633,-1.350547190686049,*,*,*,*,N,N,"( 0.487, 0.255, 0.087)","(14.3, 263.7, 864.4, 1201.1, 595.4, 20.5, 2875.7)",10.2,4FGL J1016.3-5857,0.3362332602478954,PLSuperExpCutoff4,1893.8861083984375,43.2688102722168,2017.748291015625,0.549286961555481,0.5754957795143127,0.3883872330188751,7.002663726662917e-11,6.40786815969685e-12,1.4929052591323853,0.5768868923187256,893.9480590820312,295.38641357421875,0.6346351504325867,0.1014864519238472,83824961213371678848108135947698176,"(7.670499697162508e+33,7.670499697162508e+33)","(5.364797517655787e+34,8.047196276483689e+34)",0.032703411733408086,"(0.002992563386444752,0.002992563386444752)","(0.020930183509381174,0.03139527526407179)"
62,J1019-5749,J1019-5749,10:19:52.115794,5.3995833333333336e-05,-57:49:06.243394,2.8286111111111112e-05,154.96714914166668,-57.81840094277778,283.83677760083623,-0.6792201957362095,6.153620496020749,-7.5948752811777e-13,0.16250595899546486,2.0056688445718076e-14,2.0056688445718076e-14,*,1.8450625432862582e+35,*,*,*,*,0,*,0,*,0,*,*,*,128363.94990362258,1826743049456.37,3918.450007850725,287016835436045.4,"(140579674499287.56,510252151886302.9)",1040,1,pkj+13,3.8,jvk+18,"[ATNF,TIMED,PUB_LATR,EDOT35]",GRS:4FGL_J1019.8-5749[aab+22],Y,R,r,"(54302.9780391,57276.9443291)","[ATNF,LATDetected,4FGL,delDel,Radio,Polar,Polar,CENBGTimed]",*,*,*,0,*,10.913,"(4.365200000000001,4.365200000000001)","pkj+13,ymw17",DM,10.913,1,0.565878,"(0.009716,0.008838)",*,"(0.0,0.0)",0.565906,"(0.009402,0.008454)",-1.0192945272024208,*,*,*,*,*,N,N,"( 0.200, 0.160, 0.110)","(0.0, 5.6, 3.1, 220.0, 299.2, 25.0, 514.5)",10.3,4FGL J1019.8-5749,0.20344415700465732,PLSuperExpCutoff4,331.4908752441406,17.749570846557617,2292.32373046875,0.7788713574409485,*,*,2.724307932022718e-11,5.91060447113767e-12,*,*,597.988037109375,742.5099487304688,0.4989238977432251,0.16051478683948517,388200607700568232837838658020048896,"(8.422323411398435e+34,8.422323411398435e+34)","(2.4844838892836375e+35,3.7267258339254554e+35)",2.103997011446238,"(0.45647901975167493,0.45647901975167493)","(1.3465580873255927,2.0198371309883885)"
63,J1023+0038,J1023+0038,10:23:47.687199999998313,0.1,+00:38:40.845499999999788,0.1,155.94869666666665,0.6446793055555554,243.48954882871791,45.78225957305556,592.421468113438,-2.3882524392228e-15,0.0016899999,6.804851526448779e-21,5.228003683041323e-21,"(5.374635503605755e-23,5.374342841665066e-23)",5.585611874666905e+34,42759792085018172556738700240748544,"(4.395909234196354e+32,4.395669866275179e+32)",0.768275937060693,4.76,0.03,-17.34,0.04,17.98,0.04,Y,dab+12,*,3934604051.79558,108509027.28678265,206942.91063968634,10049704666510204,"(562895042959654.0,614521395430122.0)",14.325,0.01,asr+09,17.567677,Extrapolated_2,"[ATNF,PTC,TIMED,PUB_LATMSP,EDOTD216]","OPT:AY_Sex[asr+09],XRS:[akb+10]",N,R,mbrk,"(54681.0,56500.0)","[ATNF,LATDetected,4FGL,delDel,Radio,GalaMSPs,Distances,PTC,PTC_GBT350drift,CENBGTimed]",GBT-Drift,2009,0.731,0.022,dab+12,1.3680000305175781,"(0.03999999910593033,0.03999999910593033)",138,P,1.112,*,*,"(*,*)",*,"(*,*)",,"(nan,nan)",*,*,*,*,*,*,,,"(nan, nan, nan)","(4.4, 20.7, 6.1, 1.9, 5.8, 1.0, 22.6)",11.4,4FGL J1023.7+0038,0.2593309081849766,LogParabola,5258.283203125,72.34306335449219,515.4390869140625,19.144102096557617,*,*,3.2374283809311066e-11,8.258160865207143e-13,*,*,*,*,*,*,7249099976745388607030747438514176,"(1.8491292066425702e+32,1.8491292066425702e+32)","(4.177262379330631e+32,4.3012167469865945e+32)",0.12978166294767274,"(0.0033105221919001344,0.0033105221919001344)","(0.00747861196420802,0.0077005292231177355)"
64,J1023-5746,J1023-5746,10:23:3.704720,4.166666666666667e-05,-57:46:16.761644,2.7777777777777776e-07,155.76543633333333,-57.771322678888886,284.1688996342828,-0.40917197674617195,8.968991380885784,-3.05597259279056e-11,0.11149525710674049,3.7989383139610673e-13,3.7989383139610673e-13,*,1.0820636261698255e+37,*,*,*,*,0,*,0,*,0,*,*,*,4649.723858932471,6585253858008.937,43736.90637031267,>1.861003e+15,*,*,0,*,<0.030028,SazParkinson_et_al_2010,"[ATNF,DMM,DistLim,TIMED,PUB_LATG,EDOT37]","GRS:4FGL_J1023.0-5745[aab+22],GRS:HESS_J1023-575,XRS:CXOU_J102302.8-574606",Y,GU,q,"(54686.1545525,56583.1531759)","[ATNF,LATDetected,4FGL,delDel,Radio,Distances,CENBGTimed]",*,*,*,0,*,<11.860000,"(0,0)",125,DMM,*,3,*,"(0.0,0.0)",0.469194,"(0.000523,0.000475)",0.114023,"(0.000402,0.000358)",-1.471286653386905,-1.4213221068926687,-0.062384,0.041529,0.056544,0.027349,N,N,"( 0.230, 0.128, 0.072)","(985.1, 4740.8, 8988.0, 6294.4, 1121.2, 20.4, 20864.1)",10.9,4FGL J1023.0-5745,0.808570303599812,PLSuperExpCutoff4,895.3050537109375,29.59499168395996,2560.198486328125,0,*,*,1.459849602314378e-10,1.146552817965496e-11,*,*,621.3701171875,133.45529174804688,0.6709409356117249,0.0612395778298378,<2.456910e+36,*,*,<2.270578e-01,*,*
65,J1024-0719,J1024-0719,10:24:38.6688934,1.25e-08,-07:19:19.56586,2.7499999999999998e-08,156.16112038916668,-7.322101627777777,251.70157129753335,40.51545179444473,193.71568338840913,-6.962981527547197e-16,0.0051600002,1.8555201589447276e-20,-3.5331310480495835e-20,"(7.165015113314618e-21,7.164985008891808e-21)",5.325001846765052e+33,-10152437569768588596678721454211072,"(2.058864152931194e+33,2.0588555024376518e+33)",-1.9041189237517893,-35.278,0.014,-48.23,0.028,59.76,0.03,Y,rsc+21,*,4405721608.797716,313091229.2184279,20978.11519284925,3901488723353429.5,"(852247064122572.0,1266699079992283.5)",6.4864,0.0002,sbm+22,1.5,sbm+22,"[ATNF,TIMED,PUB_LATMSP,EDOTD215]","GRS:4FGL_J1024.5-0719[aab+22],OPT:2MASS_10243869-0719190[kkn+16]",Y,R,mrx,"(53713.212963052024531,57976.544064614524533)","[ATNF,LATDetected,4FGL,delDel,Radio,GalaMSPs,CENBGTimed]",PKS-SSS,1997,0.83,0.13,rsc+21,1.22,"(0.16,0.16)","bjs+16,rsc+21",P,0.382,1,0.561098,"(0.021807,0.024322)",*,"(0.0,0.0)",0.561093,"(0.021741,0.02427)",-0.5685612391471409,*,*,*,*,*,N,N,"( 0.580, 0.450, 0.320)","(0.2, 0.8, 45.9, 125.5, 37.6, 1.9, 211.5)",9,4FGL J1024.5-0719,0.7047746004552792,PLSuperExpCutoff4,442.0557861328125,20.60927963256836,1249.4578857421875,2.337763786315918,*,*,4.306204698378835e-12,4.238456645117711e-13,*,*,1658.3868408203125,237.9767608642578,0.652642011642456,0.15757286548614502,766877573415668336270236794748928,"(7.548125494960935e+31,7.548125494960935e+31)","(1.87958169028511e+32,2.143382629272496e+32)",0.14401451783186664,"(0.014174878642617626,0.014174878642617626)","(0.0352972964962812,0.040251303022075094)"
66,J1028-5819,J1028-5819,10:28:27.8792341,*,-58:19:06.22118,*,157.11616347541667,-58.31839477222223,285.0649011668867,-0.49589504654829597,10.940411404145765,-1.6997889910290407e-12,0.09140424094299228,1.4201287021929449e-14,1.4201287021929449e-14,*,7.341560843876642e+35,*,*,*,*,0,*,0,*,0,*,*,*,101969.81965792897,1152816621759.145,13896.515298472128,33672436067237540,"(1.6492621747218386e+16,5.986210856397786e+16)",96.525,0.002,kjk+08,0.23999999,jvk+18,"[ATNF,TIMED,PUB_LATR,EDOT35,EDOTD216]",GRS:4FGL_J1028.5-5819[aab+22],Y,R,r,"(54686.154289346067998,58193.156242755267002)","[ATNF,LATDetected,4FGL,delDel,Radio,Polar,CENBGTimed]",*,*,*,0,*,1.423,"(0.5692,0.5692)","kjk+08,ymw17",DM,1.423,2,0.193548,"(0.001029,0.001026)",0.472655,"(0.000404,0.000389)",0.193562,"(0.000338,0.000301)",-1.5351789879247009,-1.4619911275921482,-0.004384,0.024429,-0.010128,0.008222,N,N,"( 0.180, 0.102, 0.055)","(353.2, 4567.5, 19811.7, 23064.6, 11180.9, 960.3, 57773.2)",10.7,4FGL J1028.5-5819,0.6752321435018455,PLSuperExpCutoff4,19333.234375,138.94085693359375,1989.771728515625,4.586716175079346,0.20765386521816254,0.09850853681564331,2.451055469698815e-10,6.722244722673354e-12,1.1499764919281006,0.1810426414012909,887.6338500976562,72.63621520996094,0.3917311131954193,0.01882397010922432,59384710776346572017228512378224640,"(1.6286802300432336e+33,1.6286802300432336e+33)","(3.800621489686181e+34,5.70093223452927e+34)",0.08088839967304425,"(0.0022184386463290884,0.0022184386463290884)","(0.05176857579074832,0.07765286368612245)"
67,J1035-6720,J1035-6720,10:35:27.47705313,0,-67:20:12.69156247,5.555555555555555e-10,158.864487721375,-67.33685876735278,290.37141538923703,-7.843184416737843,348.18864000227956,-5.6324353360668465e-15,0.00287,4.6458696332892573e-20,4.5605859649344196e-20,"(6.05567328036834e-22,6.07666038233989e-22)",7.742309866764788e+34,76161360410088130519685528584978432,"(1.0112917918399678e+33,1.0147966183019804e+33)",0.9816431206455405,-10.45,1.44,3.29,1.39,10.955665201164189,1.4355624022245193,Y,cpw+18,LAT,978696167.2296457,369477215.3496013,143875.44872552395,10373492052550030,"(5080894066555115.0,1.844176364897783e+16)",84.166,0.011,sbm+22,0.064999998,sbm+22,"[ATNF,NEWMSP,TIMED,PUB_LATMSP,EDOTD216]",GRS:4FGL_J1035.4-6720[aab+22],N,GU,mr,"(0,0)","[ATNF,LATDetected,4FGL,delDel,PM,Radio,GalaMSPs,CENBGTimed]",E@H-Fermi,2014,*,0,*,1.461,"(0.5844,0.5844)","sbm+22,ymw17",DM,1.461,2,0.306925,"(0.010648,0.014173)",0.528043,"(0.013091,0.015831)",0.306814,"(0.010044,0.013847)",-0.7298875944189487,-0.5822823730154493,*,*,*,*,N,N,"( 0.750, 0.555, 0.290)","(0.3, 10.0, 213.1, 588.3, 307.9, 24.4, 1075.3)",11.4,4FGL J1035.4-6720,0.05637040676207192,PLSuperExpCutoff4,2795.95947265625,52.660160064697266,1322.28369140625,0.23614810407161713,0.4564105272293091,0.22444693744182587,1.882487395132859e-11,7.443324385666972e-13,0.5540387034416199,0.4380536377429962,1650.73779296875,82.04656982421875,0.8740864396095276,0.08087103813886642,4807775880809090573518146044428288,"(1.9009867235749632e+32,1.9009867235749632e+32)","(3.0769765637178176e+33,4.6154648455767247e+33)",0.06209743556567407,"(0.0024553224506491007,0.0024553224506491007)","(0.0397423587620314,0.05961353814304708)"
68,J1036-8317,J1036-8317,10:36:40.67895943,8.333333333333334e-09,-83:17:56.15639435,8.333333333333334e-10,159.16949566429167,-83.2989323317639,298.9428101244214,-21.497369494985225,293.35797176579894,-2.63433035306963e-15,0.0034099999,3.0610783607024195e-20,2.8954125873569534e-20,"(3.2794679202818883e-22,7.7237267482806725e-22)",3.0508992554432296e+34,28827507648857995660882777124896768,"(3.2651265995361775e+32,7.689950402439852e+32)",0.9458799305916981,-11.337,0.184,2.762,0.157,11.668599444663442,0.1825928381516289,Y,*,Gaia,1764870845.0134273,326909552.18351835,75894.31254679864,2979178551505249,"(1218859414045848.8,911993434134259.5)",27.0927,0.0002,sbm+22,0.44999999,sbm+22,"[ATNF,NEWMSP,TIMED,PUB_LATMSP,EDOTD215]",GRS:4FGL_J1036.5-8318[aab+22],N,RUP,mbr,"(54682,58194)","[ATNF,LATDetected,4FGL,delDel,PM,Radio,GalaMSPs,Distances,CENBGTimed]",PKS-Fermi,2013,*,0,*,2.1600000858306885,"(0.27000001072883606,0.6499999761581421)",138,P,0.934,1,0.273471,"(0.016198,0.018516)",*,"(0.0,0.0)",0.27341,"(0.01558,0.01805)",-0.8461703371376127,*,*,*,*,*,N,N,"( 0.310, 0.230, 0.170)","(3.3, 4.8, 19.3, 99.5, 44.1, 4.6, 166.9)",11.4,4FGL J1036.5-8318,0.29780465768705555,PLSuperExpCutoff4,409.2810974121094,19.80405044555664,1613.5528564453125,0,*,*,4.105440813695349e-12,4.0520372972772944e-13,*,*,2151.89892578125,254.62696838378906,0.803004264831543,0.18918298184871674,2291812257776507017952067376381952,"(2.2620003961301322e+32,2.2620003961301322e+32)","(5.371434979163687e+32,1.5868696114093083e+33)",0.07511923750637109,"(0.007414208752040593,0.007414208752040593)","(0.017606071290555723,0.0520131763963727)"
69,J1044-5737,J1044-5737,10:44:32.767789,4.1400000000000003e-05,-57:37:19.566300,2.1809444444444444e-05,161.13653245416666,-57.62210175,286.5743434957881,1.162800447272873,7.192565431148958,-2.8231367781045706e-12,0.13903245087897065,5.4571297151722825e-14,5.4571297151722825e-14,*,8.016327984986287e+35,*,*,*,*,0,*,0,*,0,*,*,*,40363.136944264355,2787105650381.908,9546.61954880379,>5.730970e+14,*,*,0,*,<0.019791,SazParkinson_et_al_2010,"[ATNF,DMM,DistLim,TIMED,PUB_LATG,EDOT35]","GRS:4FGL_J1044.4-5737[aab+22],GRS:1AGL_J,XRS:[pb15]",Y,GU,q,"(54689.6544732,58175.6583312)","[ATNF,LATDetected,4FGL,delDel,Radio,Distances,CENBGTimed]",*,*,*,0,*,<11.150000,"(0,0)",125,DMM,*,3,*,"(0.0,0.0)",0.360362,"(0.001818,0.001802)",0.096426,"(0.001453,0.001416)",-1.5023192677555255,-1.239846312544076,-0.156592,0.118793,-0.050393,0.064767,N,N,"( 0.505, 0.233, 0.113)","(102.8, 1390.8, 4823.5, 4630.5, 1365.8, 14.0, 12146.3)",9.5,4FGL J1044.4-5737,0.538848401371504,PLSuperExpCutoff4,7637.9169921875,87.24695587158203,1235.1627197265625,5.1280694007873535,0.8259912133216858,0.17604121565818787,1.1400144023232528e-10,3.4888392088511244e-12,1.78126060962677,0.10967189818620682,649.9820556640625,78.7290267944336,0.4870949685573578,0.03337841480970383,<1.695789e+36,*,*,<2.115419e+00,*,*
