0,PSRJ,NAME,RAJ,e_RAJ_stat,DECJ,e_DECJ_stat,RAJD,DECJD,Gl,Gb,F0,F1,P0,P1,P1corr,e_P1corr_syst,EDOT,EDOTcorr,e_EDOTcorr_syst,OneMxi,PMRA,e_PMRA_stat,PMDEC,e_PMDEC_stat,PMTOT,e_PMTOT_stat,UsePM,PMRAatnfRef,PMref,Age,B_S,B_LC,sqEDOTD2,e_sqEDOTD2_syst,DM,e_DM_stat,DMatnfRef,S1400,S1400Ref,Type,ASSOC,PC2,PSR_Code,CHAR_Code,StartFinish,History,GalaMSPwho,GalaMSPwhen,PX,e_PX_stat,PXatnfRef,D3PC,e_D3PC_stat,D3PCref,D3PCmeth,DISTDM,NPEAK,RADLAG,e_RADLAG_stat,PKSEP,e_PKSEP_stat,PHI1,e_PHI1_stat,logWIDTH1,logWIDTH2,P2P1slope,e_P2P1slope_stat,DeltaCutoff,e_DeltaCutoff_stat,UNCERTAINP1P2,COMPLEX,PulseFraction,WHtests,YearsData,FGLname,Nellipses,SpectrumType,TSDC,SigAvg,Pivot_Energy,TSband,bfr,e_bfr_stat,G100,e_G100_stat,Gamma100,e_Gamma100_stat,Epeak,e_Epeak_stat,d,e_d_stat,LUMG,e_LUMG_stat,e_LUMG_syst,EFFG,e_EFFG_stat,e_EFFG_syst
157,J1653-0158,J1653-0158,16:53:38.057138702739906,9.333333333333333e-06,-01:58:36.861505369095369,1.3805555555555553e-06,253.40857141126142,-1.9769059737136376,16.614716127913518,24.935446597074243,508.212194574319,-6.19705178518796e-16,0.0019700001,2.3993574994981818e-21,1.3472883239952441e-21,"(1.4782068735883244e-22,2.318645461314821e-21)",1.24334010891877e+34,6956992548086396492246878848548864,"(7.633016646049672e+32,1.1972789275117695e+34)",0.561520458821591,-17.304,0.953,-3.242,0.718,17.605083924821262,0.9459875137198035,Y,gaia18,gaia_dr3,13007813338.870749,69565483.65956512,83760.60081164908,16203978460423788,"(1.452660621060138e+16,2985681032975412.0)",-9,0,*,<0.0080000004,nck+20,"[ATNF,NEWMSP,TIMED,PUB_LATMSP,PUB_LATG,EDOTD216]",GRS:4FGL_J1653.6-0158[aab+22],N,GU,mbwq,"(54681.0,58225.0)","[ATNF,LATDetected,4FGL,delDel,PM,Radio,GalaMSPs,Distances,CENBGTimed]",E@H-Fermi,2018,1.88,1,gaia18,0.7400000095367432,"(0.05999999865889549,1.559999942779541)",138,P,*,2,*,"(0.0,0.0)",0.41984,"(0.014306,0.014347)",0.876988,"(0.009967,0.009853)",-0.8062993575156626,-0.5761685181123114,*,*,*,*,N,N,"( 0.800, 0.720, 0.490)","(1.4, 55.8, 230.2, 217.5, 48.8, 9.8, 575.0)",9.7,4FGL J1653.6-0158,0.4396199585628317,PLSuperExpCutoff4,4139.26416015625,64.14997100830078,833.533935546875,8.45177173614502,0.7292017340660095,0.21964289247989655,3.433054882040487e-11,1.0182350839230137e-12,1.5802373886108398,0.15047955513000488,831.9923706054688,72.61746215820312,0.3978736400604248,0.03597170487046242,2249344123626459659380525352615936,"(6.671495741225132e+31,6.671495741225132e+31)","(3.4997098770076156e+32,1.9480074455453367e+34)",0.18091141011951492,"(0.005365785028061855,0.005365785028061855)","(0.028147647227845192,1.5667534824717892)"
158,J1658-5324,J1658-5324,16:58:39.34425759,0,-53:24:06.98479036,1.388888888888889e-09,254.66393440662497,-53.40194021954444,334.8688689928407,-6.6254102493851965,409.95436264388917,-1.8762282322239255e-15,0.00244,1.1e-20,1.0778970123134631e-20,"(6.420712870801529e-23,6.296540682595169e-23)",3.036553350308189e+34,29293247828700488244997468752707584,"(1.7449119091409044e+32,1.711166508225894e+32)",0.9799063748304211,0.2,0.8,4.9,0.23,4.9,0.3,Y,ckr+15,*,3514229749.9711947,165769435.93063635,105046.04364869393,17906687294945086,"(8770622348544532.0,3.183411074656903e+16)",30.8301,0.0006,sbm+22,0.43000001,sbm+22,"[ATNF,NEWMSP,PTC,TIMED,PUB_LATMSP,EDOTD216]","GRS:4FGL_J1658.6-5323[aab+22],XRS:[pb15]",Y,RUP,mr,"(54682,58194)","[ATNF,LATDetected,4FGL,delDel,Radio,GalaMSPs,PTC,PTC_LAT,CENBGTimed]",PKS-Fermi,2009,*,0,*,0.88,"(0.35200000000000004,0.35200000000000004)","sbm+22,ymw17",DM,0.88,2,0.105299,"(0.025545,0.022063)",0.270311,"(0.025369,0.021774)",0.1057,"(0.023205,0.018717)",-1.2046020615025297,-0.7519400633078056,*,*,*,*,Y,N,"( 0.470, 0.330, 0.210)","(0.1, 12.1, 269.3, 410.9, 54.9, 2.6, 749.6)",11.4,4FGL J1658.6-5323,0.3346184137967207,PLSuperExpCutoff4,1520.29150390625,38.72023010253906,932.5103759765625,0.8474593758583069,0.3215853273868561,0.30379149317741394,2.0693091337675718e-11,1.1442562392396938e-12,0.6899418234825134,0.6110547184944153,816.6113891601562,79.07380676269531,0.8900651335716248,0.10772741585969925,1917354533290547641536313808650240,"(1.0602306111497827e+32,1.0602306111497827e+32)","(1.2271069013059505e+33,1.840660351958926e+33)",0.06314246160357925,"(0.0034915593070089703,0.0034915593070089703)","(0.040411175426290726,0.0606167631394361)"
159,J1702-4128,J1702-4128,17:02:52.521938,0.00012005,-41:28:48.263693,0.00027828944444444444,255.71884140833336,-41.48007324805556,344.7443645647219,0.12249344756971611,5.489860182179492,-1.5766348151664624e-12,0.1821540015255902,5.2312869726513676e-14,5.2312869726513676e-14,*,3.417056288712174e+35,*,*,*,*,0,*,0,*,0,*,*,*,55164.94394510716,3123466370758.3613,4757.353303776656,2955914047962078.5,"(1447794635736528.5,5254958307488142.0)",365.75,0.08,okp+21,1.17,jvk+18,"[ATNF,TIMED,PUB_LATR,EDOT35,EDOTD215]",GRS:4FGL_J1702.9-4131[aab+22],Y,R,r,"(54303.3675725,57276.2982972)","[ATNF,LATDetected,4FGL,delDel,Radio,Polar,CENBGTimed]",*,*,*,0,*,3.967,"(1.5868000000000002,1.5868000000000002)","okp+21,ymw17",DM,3.967,1,0.451845,"(0.051181,0.030814)",*,"(0.0,0.0)",0.451853,"(0.05117,0.030782)",-0.7574356296129517,*,*,*,*,*,N,N,"( 0.380, 0.290, 0.210)","(3.7, 5.1, 134.2, 174.2, 42.1, 1.1, 341.3)",10.3,4FGL J1702.9-4131,0.6085955373405085,PLSuperExpCutoff4,111.00724029541016,9.893576622009277,2232.1240234375,0.013965585269033909,*,*,2.5903173703212268e-11,6.400189406230439e-12,*,*,870.29296875,324.35833740234375,1.1243879795074463,0.29883912205696106,48774079795492346601437309247160320,"(1.2051162239128891e+34,1.2051162239128891e+34)","(3.1215411069115106e+34,4.682311660367268e+34)",0.14273712714833386,"(0.03526767258396774,0.03526767258396774)","(0.09135176137493368,0.1370276420624006)"
160,J1705-1906,B1702-19,17:05:35.9712711,*,-19:06:39.84749,*,256.39988029625,-19.111068747222223,3.1880508744872804,13.026648064212791,3.3445929796926013,-4.6256072005741926e-14,0.2989900433540673,4.135063685882864e-15,4.135063685882864e-15,*,6.107616517575468e+33,*,*,*,-77,2,-52,17,93,10,*,jbv+19,*,1145532.8116523684,1125078092939.6934,387.4870648777674,11145121640083348,"(5458835089020415.0,1.98135495823704e+16)",22.907,0.003,hlk+04,5.6599998,jsd+21,"[ATNF,TIMED,PUB_LATR,EDOTD216]",GRS:4FGL_J1705.6-1909[aab+22],N,R,r,"(53927.553548808987156,58187.799201152737158)","[ATNF,LATDetected,4FGL,delDel,Radio,Polar,Polar,Polar,CENBGTimed]",*,*,*,0,*,0.747,"(0.2988,0.2988)","hlk+04,ymw17",DM,0.747,1,0.562137,"(0.007275,0.01039)",*,"(0.0,0.0)",0.562134,"(0.00726,0.010383)",-1.3319220356036554,*,*,*,*,*,N,N,"( 0.100, 0.080, 0.050)","(0.8, 9.0, 70.9, 119.7, 14.8, 2.0, 225.6)",9.5,4FGL J1705.6-1909,0.7100075979737777,PLSuperExpCutoff4,101.7613754272461,9.428779602050781,729.4130249023438,0.36756232380867004,*,*,3.6086348752933928e-12,7.669554010977797e-13,*,*,878.3390502929688,97.86366271972656,3.0553882122039795,1.6612491607666016,240932757532966845430837295448064,"(5.120625557227292e+31,5.120625557227292e+31)","(1.541969648210988e+32,2.3129544723164824e+32)",0.039447918322908976,"(0.008383999785336915,0.008383999785336915)","(0.02524666772666175,0.03787000158999263)"
161,J1709-4429,B1706-44,17:09:42.7483,8.333333333333332e-06,-44:29:08.369,1.6666666666666667e-05,257.4281179166666,-44.485658055555554,343.09787423385006,-2.6858420417194093,9.755753566657502,-9.023349814077974e-12,0.10250361421773983,9.480825463397385e-14,9.480825463397385e-14,*,3.475268407547726e+36,*,*,*,13,2,-1,2,13,2,*,drk+21,*,17128.764441523566,3154320867304.1787,26960.817252785087,21945102628792764,"(6508172996051964.0,1.5142120813867012e+16)",75.593,0.003,sjd+21,12.1,jvk+18,"[ATNF,TIMED,PUB_LATR,EDOT36,EDOTD216]","GRS:4FGL_J1709.7-4429[aab+22],SNR:G343.1-2.3(?)[mop93],GRS:HESS_J1708-443[hok+09]",Y,RE,rx,"(54686.154289135530998,58179.156242672161)","[ATNF,LATDetected,4FGL,delDel,Radio,Polar,CENBGTimed]",*,*,*,0,*,2.6,"(0.6000000000000001,0.5)",vwc+12,KPLK,2.273,3,0.236436,"(0.000391,0.000373)",0.251533,"(0.000446,0.000436)",0.236446,"(0.000266,0.000222)",-1.6099395877448566,-1.061414719111253,-0.108475,0.082269,-0.061641,0.103798,N,N,"( 0.396, 0.345, 0.304)","(5598.4, 54418.6, 139671.0, 105202.2, 36484.2, 3096.3, 331487.1)",10.7,4FGL J1709.7-4429,0.15423900028682544,PLSuperExpCutoff4,171186.96875,413.7049255371094,2078.2490234375,19.106735229492188,0.43096163868904114,0.03160253167152405,1.3775097729151753e-09,9.180091582738914e-12,1.3419681787490845,0.03562567010521889,1428.25927734375,23.11884117126465,0.3720909357070923,0.00597727857530117,1114174181048667641706448612292034560,"(7.425153143925995e+33,7.425153143925995e+33)","(4.548995177062607e+35,4.697331976314651e+35)",0.32060090053155604,"(0.002136569689926612,0.002136569689926612)","(0.1308962256608128,0.13516458084540459)"
162,J1713+0747,J1713+0747,17:13:49.5340836,4.166666666666667e-09,+07:47:37.48195,6.111111111111111e-09,258.45639201499995,7.793744986111111,28.750551234310354,25.222836300595056,218.81184038186797,-4.083037385780948e-16,0.0045699999,8.527892530328739e-21,8.246191504048336e-21,"(1.697072321396993e-23,1.7972944704428477e-23)",3.527068644931935e+33,3410865398443659431493009540120576,"(7.019586262176542e+30,7.434134311625e+30)",0.9669670994001676,4.9238,0.0013,-3.9146,0.002,6.2904,0.0017,Y,rsc+21,*,8489995922.931409,199752470.1647301,19265.855845198617,2751352073677267,"(149366390667607.0,153534755058330.5)",15.9904,0.0005,sbm+22,8.3000002,sbm+22,"[ATNF,TIMED,PUB_LATMSP,EDOTD215]",GRS:4FGL_J1713.8+0747[aab+22],Y,R,mbr,"(53332.527277699669046,57974.827711293419053)","[ATNF,LATDetected,4FGL,delDel,Radio,GalaMSPs,CENBGTimed]",AO-430,1993,0.763,0.021,rsc+21,1.310615989515072,"(0.03510578543343934,0.03709290536363419)",rsc+21,P,0.919,1,0.317919,"(0.015556,0.016025)",*,"(0.0,0.0)",0.317919,"(0.015553,0.016022)",-0.6133977792671709,*,*,*,*,*,N,N,"( 0.530, 0.400, 0.280)","(3.5, 3.9, 67.8, 234.0, 123.9, 1.5, 430.9)",11.4,4FGL J1713.8+0747,0.4125574178447799,PLSuperExpCutoff4,669.172119140625,25.507015228271484,1518.6494140625,1.5114139318466187,*,*,7.286883769996866e-12,5.54290012326486e-13,*,*,2132.139892578125,198.16268920898438,0.7717003226280212,0.13918964564800262,1497629796309540971746032883859456,"(1.1391992303690679e+32,1.1391992303690679e+32)","(7.915565648542901e+31,8.59710945727715e+31)",0.4246103342676627,"(0.032298754151155795,0.032298754151155795)","(0.022442335109969642,0.024374658740000384)"
163,J1714-3830,J1714-3830,17:14:19.80000000,4.166666666666667e-07,-38:30:23.00000000,2.777777777777778e-08,258.58250000000004,-38.506388888888885,348.4392269524397,0.14025017987354013,11.886061630744873,-9.925901513549602e-12,0.0841321567282949,7.025771258391511e-14,7.025771258391511e-14,*,4.6576588582787e+36,*,*,*,*,0,*,0,*,0,*,*,*,18971.471854701496,2460034615168.932,38027.68353291872,>4.082655e+14,*,*,0,*,*,*,"[ATNF,DMM,DistLim,TIMED,PUB_LATG,EDOT36]","GRS:4FGL_J1714.4-3830[aab+22],SNR:CTB_37A[plca18]",N,GU,q,"(0,0)","[ATNF,LATDetected,4FGL,delDel,Distances,CENBGTimed]",*,*,*,0,*,<20.510000,"(0,0)",125,DMM,*,1,*,"(0.0,0.0)",*,"(0.0,0.0)",0.82027,"(0.052878,0.029093)",-0.5625842046404159,*,*,*,*,*,N,N,"( 0.580, 0.450, 0.320)","(13.8, 78.3, 258.9, 312.7, 109.4, 3.9, 760.8)",11.3,4FGL J1714.4-3830,1.1819619336146494,PLSuperExpCutoff4,901.9561767578125,29.706771850585938,4284.47705078125,0.7254045605659485,-0.13023996353149414,0.2838968336582184,9.119471150453862e-11,9.158494275463003e-12,0.9041252136230469,0.8231472969055176,857.6008911132812,519.8333740234375,0.4754370152950287,0.1225200966000557,<4.590000e+36,*,*,<9.854736e-01,*,*
164,J1718-3825,J1718-3825,17:18:13.556841,1.9083333333333334e-06,-38:25:17.802793,5.7036111111111105e-06,259.5564868375,-38.42161188694444,348.9508612790964,-0.4316076794764818,13.391380507522088,-2.361916523611703e-12,0.07467489998049781,1.3170851210143474e-14,1.3170851210143474e-14,*,1.2486756177795598e+36,*,*,*,*,0,*,0,*,0,*,*,*,89824.29469446169,1003477064125.3707,22183.405672868917,7309067947363919,"(3579951647688451.0,1.2993898573091408e+16)",247.46,0.06,pkj+13,1.7,jvk+18,"[ATNF,TIMED,PUB_LATR,EDOT36,EDOTD215]","GRS:4FGL_J1718.2-3825[aab+22],GRS:HESS_J1718-385[aab+07]",Y,R,r,"(54303.4111096,57276.4737878)","[ATNF,LATDetected,4FGL,delDel,Radio,Polar,CENBGTimed]",*,*,*,0,*,3.488,"(1.3952,1.3952)","pkj+13,ymw17",DM,3.488,1,0.397842,"(0.00462,0.004732)",*,"(0.0,0.0)",0.397827,"(0.00397,0.004119)",-0.8262354150052849,*,*,*,*,*,N,N,"( 0.320, 0.250, 0.175)","(61.4, 579.8, 2341.0, 2882.2, 1141.0, 64.0, 6812.6)",10.3,4FGL J1718.2-3825,0.5709589205515653,PLSuperExpCutoff4,2143.93701171875,46.06373977661133,1925.6705322265625,1.693525791168213,0.27431851625442505,0.24779804050922394,1.0368544911543154e-10,6.741357472250797e-12,1.3206595182418823,0.398992121219635,563.5020141601562,136.9475555419922,0.6826297044754028,0.071122907102108,150932397715610287187005252973887488,"(9.813230842180201e+33,9.813230842180201e+33)","(9.65967345379906e+34,1.4489510180698587e+35)",0.12087398485765562,"(0.007858911235594112,0.007858911235594112)","(0.07735935030889961,0.11603902546334939)"
165,J1730-2304,J1730-2304,17:30:21.6724618,2.958333333333334e-07,-23:04:31.14545,5.241111111111111e-06,262.5903019241667,-23.075318180555556,3.1372041361426466,6.023268724198207,123.11028712094212,-3.059035272988769e-16,0.0081200004,2.018346827662365e-20,1.473006367656117e-20,"(8.398805755727335e-22,1.2402495146737127e-21)",1.486752117306977e+33,1086166012549345845010074347503616,"(6.193114679056542e+31,9.145356730962218e+31)",0.729808349817728,20.12,0.1,-3,2,20.3,0.4,Y,rsc+21,*,6373724156.44658,409627521.2282287,7043.129846552457,7982263005326316,"(2807053255051595.0,3365303221584102.0)",9.6257,0.0005,sbm+22,4,dhm+15,"[ATNF,TIMED,PUB_LATMSP,EDOTD215]","GRS:4FGL_J1730.8-2303[aab+22],XRS:[pb15]",N,R,mr,"(53384.389666187168242,57969.860904468418244)","[ATNF,LATDetected,4FGL,delDel,Radio,GalaMSPs,Distances,CENBGTimed]",PKS-SSS,1995,2.11,0.11,rsc+21,0.6200000047683716,"(0.10000000149011612,0.15000000596046448)",134,P,0.512,1,0.299869,"(0.008683,0.013968)",*,"(0.0,0.0)",0.299839,"(0.008564,0.013925)",-0.7917234299650832,*,*,*,*,*,N,N,"( 0.350, 0.260, 0.190)","(7.0, 4.0, 31.7, 82.9, 18.9, 1.0, 142.5)",11.4,4FGL J1730.8-2303,1.1920287653865886,PLSuperExpCutoff4,110.32598114013672,9.860037803649902,1376.7257080078125,0,*,*,8.582599908546484e-12,1.6753590702245358e-12,*,*,633.3800048828125,179.11441040039062,1.3764256238937378,0.5328835844993591,394742565164937187974889166864384,"(7.705538461535702e+31,7.705538461535702e+31)","(1.1706725474715509e+32,2.141098536914051e+32)",0.2655066440261425,"(0.051827997228570295,0.051827997228570295)","(0.0787402643550321,0.1440118034465841)"
166,J1730-3350,B1727-33,17:30:32.3230923,1.9708333333333337e-06,-33:50:37.33594,9.698611111111111e-06,262.63467955125003,-33.84370442777778,354.1331520956109,0.0910973302434481,7.168169915256789,-4.321067507947023e-12,0.13950562163315802,8.409583142441392e-14,8.409583142441392e-14,*,1.2228102751581637e+36,*,*,*,*,0,*,0,*,0,*,*,*,26281.506120111775,3465742503988.8765,11750.75810422252,7232970988780823,"(3542679667974281.5,1.2858615091165904e+16)",261.29,0.04,pkj+13,4.3000002,jvk+18,"[ATNF,TIMED,PUB_LATR,EDOT36,EDOTD215]",GRS:4FGL_J1730.5-3352[aab+22],Y,R,r,"(54613.05602346600838,58217.225597684758387)","[ATNF,LATDetected,4FGL,delDel,Radio,Polar,Polar,CENBGTimed]",*,*,*,0,*,3.488,"(1.3952,1.3952)","pkj+13,ymw17",DM,3.488,2,0.12941,"(0.00628,0.002737)",0.417136,"(0.006736,0.004932)",0.129441,"(0.006268,0.002649)",-1.4992407265305365,-1.3223121829679219,*,*,*,*,N,N,"( 0.165, 0.125, 0.080)","(8.7, 104.8, 566.3, 613.3, 258.6, 11.3, 1586.9)",9.6,4FGL J1730.5-3352,0.6255274854392501,PLSuperExpCutoff4,189.4792022705078,13.218535423278809,2200.8974609375,1.5143687725067139,*,*,4.359844429924209e-11,7.323457812402623e-12,*,*,66.00418090820312,239.5569610595703,0.4697049856185913,0.14576561748981476,63465199706365773760312043829723136,"(1.0660580212798025e+34,1.0660580212798025e+34)","(4.06177278120741e+34,6.092659171811113e+34)",0.05190110109121949,"(0.008718098325939515,0.008718098325939515)","(0.03321670469838048,0.049825057047570696)"
167,J1731-4744,B1727-47,17:31:42.159139,0.0001968875,-47:44:37.345434,0.00031236527777777777,262.92566307916667,-47.743707065,342.56475911294376,-7.669258250861992,1.2049732848848205,-2.374454520291997e-13,0.8298939176029838,1.635343611957005e-13,1.635343611957005e-13,*,1.129538428301702e+34,*,*,*,73,15,-132,14,151,15,*,skz+19,*,80398.24571444305,11787698093017.516,189.84797926707463,17260149828064664,"(4045347615952656.0,3.559905902038335e+16)",123.056,0.004,pkj+13,27,jvk+18,"[ATNF,TIMED,PUB_LATR,EDOTD216]","GRS:4FGL_J1731.7-4744[aab+22],SNR:G343.0-6.0(RCW114)[skz+19]",N,R,r,"(54303.3929907,57276.3314925)","[ATNF,LATDetected,4FGL,delDel,Radio,Polar,Distances,CENBGTimed]",*,*,*,0,*,0.7,"(0.29999999999999993,0.1)",skz+19,O,5.54,*,*,"(*,*)",*,"(*,*)",,"(nan,nan)",*,*,*,*,*,*,,,"(nan, nan, nan)","(9.0, 15.2, 41.7, 9.4, 2.1, 2.0, 62.5)",10.2,4FGL J1731.7-4744,,PLSuperExpCutoff4,32.096092224121094,4.770885467529297,472.17230224609375,0.8281115293502808,*,*,3.926307629714687e-12,1.1598213708885474e-12,*,*,374.32928466796875,73.60374450683594,3.441267967224121,2.494323253631592,230192998247779503432163607445504,"(6.799843108984444e+31,6.799843108984444e+31)","(1.5502793759544332e+32,7.046724436156509e+31)",0.020379386170498174,"(0.006020019273897773,0.006020019273897773)","(0.013724892727070198,0.0062385876032137215)"
168,J1732-3131,J1732-3131,17:32:33.551,*,-31:31:23.92,*,263.1397958333334,-31.52331111111111,356.30723890340687,1.0069544675053237,5.087902099494691,-7.259853176442492e-13,0.19654466230773499,2.804467073195726e-14,2.804467073195726e-14,*,1.4582309795682407e+35,*,*,*,*,0,*,0,*,0,*,*,*,111030.91486564129,2375576407793.3506,2880.2485153198554,74189654437950992,"(3.633778992879233e+16,1.3189271900080178e+17)",15.44,0.32,mad12,0.047380738,Extrapolated_1,"[ATNF,TIMED,PUB_LATR,EDOT35,EDOTD216]",GRS:4FGL_J1732.5-3131[aab+22],Y,GU,r,"(54689.659328023704123,58707.659298488231602)","[ATNF,LATDetected,4FGL,delDel,Radio,Polar,CENBGTimed]",*,*,*,0,*,0.64,"(0.256,0.256)","mad12,ymw17",DM,0.64,3,0.087567,"(0.002595,0.00263)",0.410445,"(0.00072,0.001034)",0.087455,"(0.000718,0.001034)",-1.042292844693054,-1.4173141875277568,-0.099951,0.049993,-0.104254,0.014984,N,N,"( 0.465, 0.223, 0.050)","(22.0, 797.3, 6545.5, 12629.6, 6250.7, 546.6, 25839.8)",11,4FGL J1732.5-3131,0.7070806506811314,PLSuperExpCutoff4,11354.38671875,106.42984008789062,2535.035888671875,1.135843276977539,0.46966952085494995,0.12809719145298004,1.7932756668503913e-10,4.905334385213456e-12,0.3683558404445648,0.3123416602611542,2088.516845703125,53.60935592651367,1.0439714193344116,0.0465264618396759,8788579975428609871204260343971840,"(2.404032148966031e+32,2.404032148966031e+32)","(5.624691184274311e+33,8.43703677641147e+33)",0.060268778393603804,"(0.0016485948952187446,0.0016485948952187446)","(0.03857201817190644,0.057858027257859684)"
169,J1732-5049,J1732-5049,17:32:47.76675850,7.5e-08,-50:49:00.19160000,9.083333333333333e-08,263.1990281604167,-50.81671988888889,340.0287621648518,-9.454476191586577,188.2335151318676,-5.026510868635788e-16,0.0053099999,1.4186416984709634e-20,1.137411211444517e-20,"(9.641766616037301e-22,9.576818452464055e-22)",3.7352813129059914e+33,2999119031787434739570934609346560,"(2.542335214147023e+32,2.525209721493861e+32)",0.8017607354065783,-0.5,0.13,-9.87,0.2,9.88,0.2,Y,rsc+21,*,5930001478.98931,277713390.67765135,17074.893427692266,1386360700382183.5,"(679033812432090.0,2464641245123882.5)",56.8209,0.0004,sbm+22,2.1099999,sbm+22,"[ATNF,TIMED,PUB_LATMSP,EDOTD215]",GRS:4FGL_J1732.7-5050[aab+22],N,R,mbr,"(54682,58194)","[ATNF,LATDetected,4FGL,delDel,Radio,GalaMSPs,CENBGTimed]",PKS-SWIL,2001,*,0,*,1.873,"(0.7492000000000001,0.7492000000000001)","sbm+22,ymw17",DM,1.873,1,0.616707,"(0.006185,0.004152)",*,"(0.0,0.0)",0.616918,"(0.005876,0.003314)",-0.6098528149936912,*,*,*,*,*,N,N,"( 0.530, 0.405, 0.290)","(0.6, 0.6, 21.4, 139.6, 61.1, 2.5, 222.6)",11.4,4FGL J1732.7-5050,0.6067140137474275,PLSuperExpCutoff4,285.17706298828125,16.406972885131836,1333.9776611328125,1.095410704612732,*,*,5.6394706612894474e-12,7.000787753327908e-13,*,*,1336.5057373046875,300.9359436035156,0.6868606209754944,0.19003598392009735,2367149035902068211880577936130048,"(2.9385573533697666e+32,2.9385573533697666e+32)","(1.514975382977324e+33,2.2724630744659868e+33)",0.6337271111879021,"(0.07867030906659114,0.07867030906659114)","(0.40558535116025746,0.6083780267403864)"
170,J1736-3422,J1736-3422,17:36:30.0,*,-34:22:30.0,*,264.125,-34.375,354.3586213871379,-1.2332885902420587,2.88,-5.4e-13,0.3472222222222222,6.510416666666667e-14,6.510416666666667e-14,*,6.139683505829667e+34,*,*,*,*,0,*,0,*,0,*,*,*,84495.14152936205,4810844862210.391,1057.8973640977265,>4.160507e+13,*,*,0,*,*,*,"[ATNF,DMM,DistLim,TIMED,PUB_LATG]",GRS:4FGL_J1736.1-3422[aab+22],N,GU,q,"(54682.8988737,58832.3566414)","[ATNF,LATDetected,4FGL,delDel,Distances,CENBGTimed]",*,*,*,0,*,<21.770000,"(0,0)",125,DMM,*,2,*,"(0.0,0.0)",0.43666,"(0.007272,0.008698)",0.690984,"(0.007187,0.008644)",-1.2972157720873827,-1.7951628502116865,*,*,*,*,N,N,"( 0.095, 0.030, 0.020)","(0.0, 4.7, 130.3, 961.6, 757.3, 1.8, 1871.9)",11.4,4FGL J1736.1-3422,1.9070845589883725,PLSuperExpCutoff4,383.63140869140625,19.150619506835938,2084.185791015625,0,*,*,1.7452254919003707e-11,2.7205327834262105e-12,*,*,1800.8447265625,388.3177795410156,0.7490348815917969,0.1840846687555313,<9.896465e+35,*,*,<1.611885e+01,*,*
171,J1739-3023,J1739-3023,17:39:39.8018155,*,-30:23:10.19708,*,264.91584089791667,-30.386165855555554,358.0859874238971,0.33671610246111555,8.743340910440885,-8.711139404797965e-13,0.11437275639176407,1.1395152439382747e-14,1.1395152439382747e-14,*,3.0068524190709452e+35,*,*,*,*,0,*,0,*,0,*,*,*,159014.03507708633,1155139852926.139,7107.412532565361,4617835584528504,"(2261797020993552.5,8209485483606230.0)",170.5,0.1,pkj+13,1.01,jvk+18,"[ATNF,TIMED,PUB_LATR,EDOT35,EDOTD215]",GRS:4FGL_J1739.4-3015[aab+22],N,R,r,"(54599.10512318993284,58191.310980611807842)","[ATNF,LATDetected,4FGL,delDel,Radio,Polar,CENBGTimed]",*,*,*,0,*,3.074,"(1.2296,1.2296)","pkj+13,ymw17",DM,3.074,*,*,"(*,*)",*,"(*,*)",,"(nan,nan)",*,*,*,*,*,*,,,"(nan, nan, nan)","(6.2, 12.3, 9.0, 43.6, 27.9, 2.3, 94.8)",9.6,4FGL J1739.4-3015,1.8543248557503167,PLSuperExpCutoff4,168.47808837890625,12.413102149963379,1965.127197265625,0,*,*,2.12149568745712e-11,4.2813990200341046e-12,*,*,1176.950439453125,263.1451416015625,1.3431850671768188,0.37722837924957275,23986207437710325795186742709452800,"(4.840666216071364e+33,4.840666216071364e+33)","(1.5351172760134609e+34,2.3026759140201904e+34)",0.07977181482395988,"(0.016098782186213946,0.016098782186213946)","(0.05105396148733433,0.07658094223100145)"
172,J1740+1000,J1740+1000,17:40:25.9677005,1.2375e-06,+10:00:05.90642,2.3944444444444443e-06,265.10819875208335,10.001640672222223,34.010601057920375,20.268164613842654,6.48946964733714,-8.983043033788869e-13,0.15409579739853402,2.1330698109128973e-14,2.1330698109128973e-14,*,2.3014016620365314e+35,*,*,*,*,0,*,0,*,0,*,*,*,114450.77427543854,1834472204501.738,4615.125036930806,25356962111922928,"(1.2419736544615314e+16,4.5079043754529656e+16)",23.897,0.025,bkk+16,2.7,rrl+18,"[ATNF,TIMED,PUB_LATR,EDOT35,EDOTD216]",GRS:4FGL_J1740.5+1005[aab+22],N,R,r,"(54504.104123989998246,58131.568957974373259)","[ATNF,LATDetected,4FGL,delDel,Radio,Polar,CENBGTimed]",*,*,*,0,*,1.227,"(0.49080000000000007,0.49080000000000007)","bkk+16,ymw17",DM,1.227,*,*,"(*,*)",*,"(*,*)",,"(nan,nan)",*,*,*,*,*,*,,,"(nan, nan, nan)","(1.2, 7.9, 16.5, 20.7, 2.4, 2.0, 39.2)",9.4,4FGL J1740.5+1005,0.8353339554785912,PLSuperExpCutoff4,50.937747955322266,6.339648723602295,737.4434204101562,2.991476058959961,*,*,3.603767241219802e-12,7.924654855939739e-13,*,*,325.8434753417969,135.2289276123047,1.7217178344726562,0.9790963530540466,649168688509768491830418893438976,"(1.4275166666928471e+32,1.4275166666928471e+32)","(4.154679606462518e+32,6.232019409693782e+32)",0.002820753539976647,"(0.0006202814094735747,0.0006202814094735747)","(0.001805282265585054,0.002707923398377583)"
